,Symbol,Name,MarketCap,Sector,Industry
1050,JLL,Jones Lang LaSalle Incorporated,4698461723.85,Finance,Real Estate
1051,RES,"RPC, Inc.",4685428381.86,Energy,Oilfield Services/Equipment
1052,VRX,"Valeant Pharmaceuticals International, Inc.",4684552251.51,Health Care,Major Pharmaceuticals
1053,GWR,"Genesee & Wyoming, Inc.",4684408996.05,Transportation,Railroads
1054,HXL,Hexcel Corporation,4671550066.32,Basic Industries,Major Chemicals
1055,DNKN,"Dunkin&#39; Brands Group, Inc.",4666541035.06,Consumer Services,Restaurants
1056,RGLD,"Royal Gold, Inc.",4666148535.76,Basic Industries,Precious Metals
1057,VVV,Valvoline Inc.,4655094196.72,Basic Industries,Major Chemicals
1058,NUAN,"Nuance Communications, Inc.",4654214326.78,Technology,Computer Software: Prepackaged Software
1059,BWP,Boardwalk Pipeline Partners L.P.,4650514209.56,Public Utilities,Natural Gas Distribution
1060,FHN,First Horizon National Corporation,4643700726.72,Finance,Major Banks
1061,AWH,"Allied World Assurance Company Holdings, AG",4640491508.94,Finance,Property-Casualty Insurers
1062,ATR,"AptarGroup, Inc.",4635406700.28,Consumer Non-Durables,Plastic Products
1063,ARIA,"ARIAD Pharmaceuticals, Inc.",4620038506.98,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1064,DCP,DCP Midstream LP,4612943889.6,Public Utilities,Natural Gas Distribution
1065,NBR,Nabors Industries Ltd.,4611375593.75,Energy,Oil & Gas Production
1066,EPR,EPR Properties,4605314066.28,Consumer Services,Real Estate Investment Trusts
1067,LOGI,Logitech International S.A.,4605055680.0,Technology,Computer peripheral equipment
1068,BPOP,"Popular, Inc.",4602604681.6,Finance,Major Banks
1069,UMC,United Microelectronics Corporation,4596224000.0,Technology,Semiconductors
1070,ENIC,Enel Chile S.A.,4585264974.85,Public Utilities,Electric Utilities: Central
1071,PAG,"Penske Automotive Group, Inc.",4585032423.65,Consumer Durables,Automotive Aftermarket
1072,ABMD,"ABIOMED, Inc.",4580599050.87,Health Care,Medical/Dental Instruments
1073,VR,"Validus Holdings, Ltd.",4572946016.54,Finance,Property-Casualty Insurers
1074,APU,"AmeriGas Partners, L.P.",4567353153.85,Consumer Services,Other Specialty Stores
1075,BMS,"Bemis Company, Inc.",4563745131.3,Consumer Durables,Containers/Packaging
1076,NAVI,Navient Corporation,4546477050.0,Finance,Investment Bankers/Brokers/Service
1077,AFSI,"AmTrust Financial Services, Inc.",4540808326.32,Finance,Property-Casualty Insurers
1078,GSH,Guangshen Railway Company Limited,4540037202.34,Transportation,Railroads
1079,MEOH,Methanex Corporation,4536129069.0,Basic Industries,Major Chemicals
1080,USG,USG Corporation,4531383887.58,Capital Goods,Building Materials
1081,CUBE,CubeSmart,4522557574.4,Consumer Services,Real Estate Investment Trusts
1082,DNB,Dun & Bradstreet Corporation (The),4511887292.74,Finance,Finance: Consumer Services
1083,SNH,Senior Housing Properties Trust,4496746575.06,Consumer Services,Real Estate Investment Trusts
1084,TX,Ternium S.A.,4489556572.99,Basic Industries,Steel/Iron Ore
1085,EPC,"Energizer Holdings, Inc.",4481941926.75,Consumer Non-Durables,Package Goods/Cosmetics
1086,WRI,Weingarten Realty Investors,4472038285.56,Consumer Services,Real Estate Investment Trusts
1087,EQY,"Equity One, Inc.",4463122404.0,Consumer Services,Real Estate Investment Trusts
1088,CCJ,Cameco Corporation,4460581722.94,Basic Industries,Precious Metals
1089,VVC,Vectren Corporation,4459962164.58,Public Utilities,Natural Gas Distribution
1090,CAVM,"Cavium, Inc.",4457066168.0,Technology,Semiconductors
1091,CASY,"Caseys General Stores, Inc.",4447805996.79,Consumer Durables,Automotive Aftermarket
1092,JBL,"Jabil Circuit, Inc.",4419100222.25,Technology,Electrical Products
1093,FHB,"First Hawaiian, Inc.",4416145199.1,Finance,Major Banks
1094,ISBC,"Investors Bancorp, Inc.",4407443133.75,Finance,Major Banks
1095,FNFV,"Fidelity National Financial, Inc.",4401246668.0,Finance,Specialty Insurers
1096,BMA,Macro Bank Inc.,4400005851.54,Finance,Commercial Banks
1097,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",4399923000.0,Transportation,Aerospace
1098,SWN,Southwestern Energy Company,4399625117.52,Energy,Oil & Gas Production
1099,APLE,"Apple Hospitality REIT, Inc.",4398016012.94,Consumer Services,Real Estate Investment Trusts
1100,PVTB,"PrivateBancorp, Inc.",4394582085.8,Finance,Major Banks
1101,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",4386900000.0,Transportation,Aerospace
1102,CR,Crane Company,4371671255.43,Capital Goods,Metal Fabrications
1103,HRB,"H&R Block, Inc.",4370164754.3,Consumer Services,Other Consumer Services
1104,FCNCA,"First Citizens BancShares, Inc.",4367103362.05,Finance,Major Banks
1105,POOL,Pool Corporation,4364597803.84,Consumer Durables,Industrial Specialties
1106,ZBRA,Zebra Technologies Corporation,4360629155.3,Technology,Industrial Machinery/Components
1107,NS,Nustar Energy L.P.,4319093219.71,Energy,Natural Gas Distribution
1108,TDY,Teledyne Technologies Incorporated,4299533855.8,Capital Goods,Industrial Machinery/Components
1109,CW,Curtiss-Wright Corporation,4298093463.42,Technology,Industrial Machinery/Components
1110,WWD,"Woodward, Inc.",4290497312.43,Energy,Industrial Machinery/Components
1111,TARO,Taro Pharmaceutical Industries Ltd.,4277604139.5,Health Care,Major Pharmaceuticals
1112,HHC,Howard Hughes Corporation (The),4265957443.0,Consumer Services,Real Estate Investment Trusts
1113,THS,"Treehouse Foods, Inc.",4258767643.4,Consumer Non-Durables,Packaged Foods
1114,ERJ,Embraer-Empresa Brasileira de Aeronautica,4258325620.92,Capital Goods,Aerospace
1115,GEL,"Genesis Energy, L.P.",4242532679.28,Energy,Oil Refining/Marketing
1116,TRN,"Trinity Industries, Inc.",4229692042.74,Capital Goods,Railroads
1117,TCO,"Taubman Centers, Inc.",4227725685.48,Consumer Services,Real Estate Investment Trusts
1118,EME,"EMCOR Group, Inc.",4227665841.96,Capital Goods,Engineering & Construction
1119,TEGP,"Tallgrass Energy GP, LP",4216893580.8,Public Utilities,Natural Gas Distribution
1120,PTEN,"Patterson-UTI Energy, Inc.",4212259235.64,Energy,Oil & Gas Production
1121,CDEV,"Centennial Resource Development, Inc.",4210411466.7,Energy,Oil & Gas Production
1122,BFAM,Bright Horizons Family Solutions Inc.,4209508093.2,Miscellaneous,Other Consumer Services
1123,CCU,"Compania Cervecerias Unidas, S.A.",4206790197.72,Consumer Non-Durables,Beverages (Production/Distribution)
1124,MTCH,"Match Group, Inc.",4205658709.0,Technology,"Computer Software: Programming, Data Processing"
1125,ARES,Ares Management L.P.,4201362627.8,Finance,Investment Managers
1126,WUBA,58.com Inc.,4194950290.44,Technology,"Computer Software: Programming, Data Processing"
1127,MSG,MSG Networks Inc.,4187883481.12,Consumer Services,Services-Misc. Amusement & Recreation
1128,MSG,MSG Networks Inc.,4187883481.12,Consumer Services,Services-Misc. Amusement & Recreation
1129,TCP,"TC PipeLines, LP",4178823619.36,Public Utilities,Natural Gas Distribution
1130,ACAD,ACADIA Pharmaceuticals Inc.,4177216548.54,Health Care,Major Pharmaceuticals
1131,ITCB,Ita? CorpBanca,4174407063.32,n/a,n/a
1132,WGL,WGL Holdings Inc,4171595355.38,Public Utilities,Oil/Gas Transmission
1133,WSM,"Williams-Sonoma, Inc.",4166523353.34,Consumer Services,Home Furnishings
1134,R,"Ryder System, Inc.",4161981267.92,Consumer Services,Rental/Leasing Companies
1135,FLO,"Flowers Foods, Inc.",4160956302.0,Consumer Non-Durables,Packaged Foods
1136,AZPN,"Aspen Technology, Inc.",4137272866.21,Technology,EDP Services
1137,NTNX,"Nutanix, Inc.",4126888247.37,Technology,Computer Software: Prepackaged Software
1138,QEP,"QEP Resources, Inc.",4125188518.92,Energy,Oil & Gas Production
1139,BWXT,"BWX Technologies, Inc.",4125133019.98,Energy,Industrial Machinery/Components
1140,CPN,Calpine Corporation,4118736435.15,Public Utilities,Electric Utilities: Central
1141,PDCO,"Patterson Companies, Inc.",4104345280.0,Health Care,Medical Specialities
1142,FAF,First American Corporation (The),4102910094.24,Finance,Specialty Insurers
1143,WTM,"White Mountains Insurance Group, Ltd.",4102415968.8,Finance,Property-Casualty Insurers
1144,CRI,"Carter&#39;s, Inc.",4082980046.0,Consumer Non-Durables,Apparel
1145,NATI,National Instruments Corporation,4077720938.3,Technology,Computer Software: Prepackaged Software
1146,CRUS,"Cirrus Logic, Inc.",4074971933.76,Technology,Semiconductors
1147,AUO,AU Optronics Corp,4071055681.53,Technology,Semiconductors
1148,HTA,"Healthcare Trust of America, Inc.",4066173537.07,Consumer Services,Real Estate Investment Trusts
1149,RDN,Radian Group Inc.,4061248080.78,Finance,Property-Casualty Insurers
1150,GPK,Graphic Packaging Holding Company,4058607452.04,Consumer Durables,Containers/Packaging
1151,MIK,"The Michaels Companies, Inc.",4051262532.11,Consumer Services,Recreational Products/Toys
1152,MENT,Mentor Graphics Corporation,4044637784.34,Technology,EDP Services
1153,CSAL,"Communications Sales & Leasing,Inc.",4044295679.6,Consumer Services,Real Estate Investment Trusts
1154,HAIN,"The Hain Celestial Group, Inc.",4041720587.95,Consumer Non-Durables,Packaged Foods
1155,CAA,"CalAtlantic Group, Inc.",4040387831.02,Capital Goods,Homebuilding
1156,CPA,"Copa Holdings, S.A.",4036745760.0,Transportation,Air Freight/Delivery Services
1157,UNVR,Univar Inc.,4034387680.96,Consumer Durables,Specialty Chemicals
1158,DCT,DCT Industrial Trust Inc,4031595396.64,Consumer Services,Real Estate Investment Trusts
1159,CLC,CLARCOR Inc.,4023431459.7,Capital Goods,Auto Parts:O.E.M.
1160,MPW,"Medical Properties Trust, Inc.",4015905305.28,Consumer Services,Real Estate Investment Trusts
1161,AMCX,AMC Networks Inc.,4006584463.63,Consumer Services,Television Services
1162,JCOM,"j2 Global, Inc.",4006245044.84,Technology,Telecommunications Equipment
1163,FTR,Frontier Communications Corporation,4000022070.0,Public Utilities,Telecommunications Equipment
1164,UMPQ,Umpqua Holdings Corporation,3998982891.44,Finance,Savings Institutions
1165,LILA,Liberty Global plc,3987964010.0,Consumer Services,Television Services
1166,IXUS,iShares Core MSCI Total International Stock ETF,3975087000.0,n/a,n/a
1167,CACC,Credit Acceptance Corporation,3964009335.0,Finance,Finance: Consumer Services
1168,IDA,"IDACORP, Inc.",3956034770.32,Public Utilities,Electric Utilities: Central
1169,CONE,CyrusOne Inc,3951589465.29,Consumer Services,Real Estate Investment Trusts
1170,SHOP,Shopify Inc.,3943090041.18,Technology,Computer Software: Prepackaged Software
1171,RICE,Rice Energy Inc.,3920140706.85,Energy,Oil & Gas Production
1172,BKU,"BankUnited, Inc.",3909452952.3,Finance,Savings Institutions
1173,HRC,Hill-Rom Holdings Inc,3908099774.01,Health Care,Medical/Dental Instruments
1174,NRZ,New Residential Investment Corp.,3889491044.67,Consumer Services,Real Estate Investment Trusts
1175,CY,Cypress Semiconductor Corporation,3885305110.4,Technology,Semiconductors
1176,CNX,CONSOL Energy Inc.,3879836622.88,Energy,Coal Mining
1177,COHR,"Coherent, Inc.",3879774830.58,Capital Goods,Biotechnology: Laboratory Analytical Instruments
1178,CRL,"Charles River Laboratories International, Inc.",3877157847.04,Health Care,Biotechnology: Commercial Physical & Biological Resarch
1179,TEO,Telecom Argentina Stet - France Telecom S.A.,3876804966.72,Public Utilities,Telecommunications Equipment
1180,EQC,Equity Commonwealth,3858869757.02,Consumer Services,Real Estate Investment Trusts
1181,LILAK,Liberty Global plc,3857353835.0,Consumer Services,Television Services
1182,TCBI,"Texas Capital Bancshares, Inc.",3855911942.2,Finance,Major Banks
1183,GWRE,"Guidewire Software, Inc.",3845358683.77,Technology,Computer Software: Prepackaged Software
1184,COLM,Columbia Sportswear Company,3841756334.08,Consumer Non-Durables,Apparel
1185,HBHC,Hancock Holding Company,3839717045.45,Finance,Major Banks
1186,TDC,Teradata Corporation,3835947000.0,Technology,Computer Manufacturing
1187,SKX,"Skechers U.S.A., Inc.",3834812290.75,Consumer Non-Durables,Shoe Manufacturing
1188,BRKR,Bruker Corporation,3831238170.74,Capital Goods,Biotechnology: Laboratory Analytical Instruments
1189,CAE,CAE Inc,3827297669.96,Miscellaneous,Industrial Machinery/Components
1190,POR,Portland General Electric Company,3814072768.06,Public Utilities,Electric Utilities: Central
1191,TECH,Bio-Techne Corp,3811553026.72,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1192,YZC,Yanzhou Coal Mining Company Limited,3801923200.0,Energy,Coal Mining
1193,WNR,"Western Refining, Inc.",3796149074.22,Energy,Integrated oil Companies
1194,CAB,Cabela&#39;s Inc,3786919502.1,Consumer Services,Other Specialty Stores
1195,LSI,"Life Storage, Inc.",3782702568.5,Consumer Services,Real Estate Investment Trusts
1196,CBRL,"Cracker Barrel Old Country Store, Inc.",3769407132.26,Consumer Services,Restaurants
1197,UMBF,UMB Financial Corporation,3767703392.04,Finance,Major Banks
1198,AL,Air Lease Corporation,3766121975.58,Technology,Diversified Commercial Services
1199,TEN,Tenneco Inc.,3761475150.72,Capital Goods,Auto Parts:O.E.M.
1200,ASB,Associated Banc-Corp,3754211180.7,Finance,Major Banks
1201,SWX,"Southwest Gas Holdings, Inc.",3747759627.24,Public Utilities,Oil & Gas Production
1202,HOMB,"Home BancShares, Inc.",3746393707.35,Finance,Major Banks
1203,PRXL,PAREXEL International Corporation,3745736776.08,Health Care,Biotechnology: Commercial Physical & Biological Resarch
1204,FICO,Fair Isaac Corporation,3741967774.24,Miscellaneous,Business Services
1205,ESGR,Enstar Group Limited,3741883616.4,Finance,Property-Casualty Insurers
1206,SAVE,"Spirit Airlines, Inc.",3735096084.48,Transportation,Air Freight/Delivery Services
1207,MBFI,MB Financial Inc.,3732552750.08,Finance,Major Banks
1208,MTG,MGIC Investment Corporation,3726849872.36,Finance,Property-Casualty Insurers
1209,OUT,OUTFRONT Media Inc.,3721617819.84,Consumer Services,Real Estate Investment Trusts
1210,EEFT,"Euronet Worldwide, Inc.",3719165769.8,Finance,Investment Bankers/Brokers/Service
1211,BBRY,BlackBerry Limited,3712715783.0,Public Utilities,Telecommunications Equipment
1212,LVNTA,Liberty Interactive Corporation,3710630000.0,Consumer Services,Catalog/Specialty Distribution
1213,WTFC,Wintrust Financial Corporation,3708888194.88,Finance,Major Banks
1214,NBIX,"Neurocrine Biosciences, Inc.",3696374368.15,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1215,IBKC,IBERIABANK Corporation,3687778298.4,Finance,Major Banks
1216,DATA,"Tableau Software, Inc.",3687422729.86,Technology,Computer Software: Prepackaged Software
1217,DST,"DST Systems, Inc.",3685156600.3,Technology,EDP Services
1218,VSAT,"ViaSat, Inc.",3677442380.88,Technology,Radio And Television Broadcasting And Communications Equipment
1219,MASI,Masimo Corporation,3674651480.24,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1220,RLGY,Realogy Holdings Corp.,3668448461.08,Finance,Real Estate
1221,LNCE,"Snyder&#39;s-Lance, Inc.",3667584239.58,Consumer Non-Durables,Specialty Foods
1222,LFUS,"Littelfuse, Inc.",3648627810.9,Consumer Durables,Electrical Products
1223,CST,"CST Brands, Inc.",3644563925.7,Consumer Durables,Automotive Aftermarket
1224,PGRE,"Paramount Group, Inc.",3637288665.85,Consumer Services,Real Estate Investment Trusts
1225,AMC,"AMC Entertainment Holdings, Inc.",3635502189.0,Consumer Services,Movies/Entertainment
1226,CABO,"Cable One, Inc.",3628340740.95,Consumer Services,Television Services
1227,GPT,Gramercy Property Trust,3626207040.22,Consumer Services,Real Estate Investment Trusts
1228,LANC,Lancaster Colony Corporation,3620737775.97,Consumer Non-Durables,Packaged Foods
1229,USM,United States Cellular Corporation,3619188412.34,Public Utilities,Telecommunications Equipment
1230,ITT,ITT Inc.,3617082000.0,Capital Goods,Fluid Controls
1231,MPWR,"Monolithic Power Systems, Inc.",3616719364.44,Technology,Semiconductors
1232,STOR,STORE Capital Corporation,3615079963.14,Consumer Services,Real Estate Investment Trusts
1233,DFT,"Dupont Fabros Technology, Inc.",3602656910.36,Finance,Real Estate
1234,PRAH,"PRA Health Sciences, Inc.",3594876537.68,Health Care,Biotechnology: Commercial Physical & Biological Resarch
1235,BOH,Bank of Hawaii Corporation,3593459962.11,Finance,Major Banks
1236,HE,"Hawaiian Electric Industries, Inc.",3592160718.3,Public Utilities,Electric Utilities: Central
1237,LHO,LaSalle Hotel Properties,3583341159.87,Consumer Services,Real Estate Investment Trusts
1238,MKSI,"MKS Instruments, Inc.",3582672997.75,Capital Goods,Industrial Machinery/Components
1239,ATHM,Autohome Inc.,3574785503.4,Technology,EDP Services
1240,TEP,"Tallgrass Energy Partners, LP",3571876009.65,Public Utilities,Natural Gas Distribution
1241,NUVA,"NuVasive, Inc.",3562638915.04,Health Care,Medical/Dental Instruments
1242,W,Wayfair Inc.,3555986219.39,Consumer Services,Catalog/Specialty Distribution
1243,UBSI,"United Bankshares, Inc.",3554748397.3,Finance,Major Banks
1244,MMS,"Maximus, Inc.",3551768528.56,Miscellaneous,Business Services
1245,GRUB,GrubHub Inc.,3550389468.44,Miscellaneous,Business Services
1246,CIG,Comp En De Mn Cemig ADS,3549933464.28,Public Utilities,Electric Utilities: Central
1247,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,3545142435.24,Technology,EDP Services
1248,THG,"The Hanover Insurance Group, Inc.",3543855723.8,Finance,Property-Casualty Insurers
1249,FUN,"Cedar Fair, L.P.",3530241298.22,Consumer Services,Services-Misc. Amusement & Recreation
1250,HLS,HealthSouth Corporation,3525404072.84,Health Care,Hospital/Nursing Management
1251,NEA,Nuveen AMT-Free Quality Municipal Income Fund,3518575286.33,n/a,n/a
